"filename", "language", "TypeScript", "JSON", "Markdown", "JavaScript", "JSON with Comments", "HTML", "XML", "YAML", "TypeScript JSX", "CSS", "JavaScript JSX", "comment", "blank", "total"
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\rules\hooks\index.ts", "TypeScript", 363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44, 416
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\schedules\hooks\index.ts", "TypeScript", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 153
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\schedules\services\schedulesService.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 64
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\Schema\Account.schema.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\Schema\CreateUser.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\Schema\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\components\AccountTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 512, 0, 0, 8, 25, 545
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\components\Disable2FAModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 7, 16, 152
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\components\Enable2FAModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 7, 19, 193
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\components\GeneralSettingsTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 9, 15, 232
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\components\NotificationsTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 5, 13, 176
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\components\SecurityTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 440, 0, 0, 19, 24, 483
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\components\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\hooks\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\hooks\useAccountSettings.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\hooks\useGeneralSettings.ts", "TypeScript", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 127
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\hooks\useNotificationSettings.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 43
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\hooks\useSecuritySettings.ts", "TypeScript", 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 256
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\services\settingsService.ts", "TypeScript", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 158
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\settings\types\settings.types.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 43
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\solution-templates\hooks\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\solution-templates\hooks\useSolutionTemplates.ts", "TypeScript", 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 39, 339
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\solution-templates\services\solution-templates.api.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 131
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\components\Customer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 234, 0, 0, 1, 9, 244
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\components\CustomerUsers.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 1, 4, 148
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\components\DevicesListCustomers.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\components\Roles.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 267, 0, 0, 2, 12, 281
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\components\UserActivityLog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 5, 70
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\components\UserDetailsCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 301, 0, 0, 1, 15, 317
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\components\Users.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 382, 0, 0, 2, 21, 405
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\components\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\hooks\index.ts", "TypeScript", 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 252
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\services\usersService.ts", "TypeScript", 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 32, 230
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\stores\index.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\users\types\index.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\widgets\components\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\widgets\hooks\index.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\widgets\services\widgetsService.ts", "TypeScript", 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 47, 339
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\widgets\stores\index.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\features\widgets\types\index.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\hooks\use-toast.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\hooks\useDebounce.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\hooks\useInfiniteScroll.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\hooks\useInitializeSettings.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 54
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\hooks\useKeyboardShortcut.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 43
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\hooks\useLocalStorage.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\hooks\useMediaQuery.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 25
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\hooks\useRTL.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\hooks\useWebSocket.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\__tests__\config.test.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 65
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\__tests__\i18n.test.ts", "TypeScript", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24, 100
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\__tests__\languages.test.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 81
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\__tests__\translations-completeness.test.ts", "TypeScript", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 95
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\config.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 41
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\i18n.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 58
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\languages.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 36
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\locales\ar.json", "JSON", 0, 1884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1885
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\locales\en.json", "JSON", 0, 1929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1930
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\i18n\translations.ts", "TypeScript", 538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 22, 570
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\lib\axios.ts", "TypeScript", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 25, 145
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\lib\queryClient.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\lib\util.ts", "TypeScript", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 123
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\lib\websocket.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 52
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 3, 7
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\APIMonitoringPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 321, 0, 0, 6, 21, 348
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AccountBlockedPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AddIntegrationPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 298, 0, 0, 4, 14, 316
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AlarmsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 5, 191
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AlertConfigurationPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 377, 0, 0, 7, 15, 399
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AnalyticsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 389, 0, 0, 12, 18, 419
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AssetDetailsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 513, 0, 0, 17, 24, 554
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AssetProfileDetails.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 2, 7, 79
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AssetProfilesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 297, 0, 0, 4, 18, 319
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AssetsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 277, 0, 0, 10, 11, 298
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AssignPermissionsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 15, 28, 416
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AuditPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 2, 8, 129
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\AutomationPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 576, 0, 0, 8, 32, 616
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\BuildingHierarchyChartPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 361, 0, 0, 4, 19, 384
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\BulkUserManagementPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 797, 0, 0, 14, 36, 847
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CheckEmailPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 13
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CompanyProfilePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 9, 123
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CreateCustomerPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 498, 0, 0, 18, 22, 538
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CreateDashboardPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 15, 22, 221
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CreateGroupPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 263, 0, 0, 14, 30, 307
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CreateRolePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 329, 0, 0, 9, 21, 359
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CreateTemplatePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 277, 0, 0, 13, 24, 314
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CreateUserPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 266, 0, 0, 3, 17, 286
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CustomerDetailsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 10, 14, 206
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CustomerUserAssociationPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 407, 0, 0, 11, 23, 441
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\CustomerUserDetailsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 335, 0, 0, 13, 25, 373
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\DashboardAnalyticsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 392, 0, 0, 18, 17, 427
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\DashboardPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 315, 0, 0, 45, 14, 374
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\DashboardsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 11, 11, 205
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\DeviceAnalyticsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 17, 13, 336
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\DeviceDetailsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 5, 10, 116
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\DeviceProfileDetails.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 217, 0, 0, 3, 17, 237
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\DeviceProfilesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 243, 0, 0, 5, 15, 263
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\DevicesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 378, 0, 0, 12, 17, 407
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\EdgeManagementPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 392, 0, 0, 5, 22, 419
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\EditRolePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 327, 0, 0, 13, 21, 361
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\EmailVerification.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 7, 69
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\FloorMapCreatePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 232, 0, 0, 12, 31, 275
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\FloorMapHistoryPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 259, 0, 0, 7, 19, 285
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\FloorMapSettingsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 222, 0, 0, 6, 18, 246
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\FloorPlanPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 802, 0, 0, 26, 43, 871
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\ForgotPasswordPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 3, 19
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\GeoAnalyticsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 447, 0, 0, 28, 17, 492
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\GroupsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 6, 64
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\ImageLibraryPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 6, 62
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\IndividualDeviceAnalyticsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 465, 0, 0, 14, 20, 499
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\IntegrationDetailsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 413, 0, 0, 5, 13, 431
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\IntegrationsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 423, 0, 0, 2, 19, 444
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\LoginPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 3, 5, 68
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\MainControlPanelPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 452, 0, 0, 12, 22, 486
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\MainDashboardPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 6, 10, 270
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\MultiFloorBuildingViewPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 395, 0, 0, 14, 24, 433
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\NotFoundPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 3, 8, 66
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\NotificationsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 3, 108
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\OAuthCallbackPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 10, 18, 170
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\Overview2Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 398, 0, 0, 0, 19, 417
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\OverviewPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 472, 0, 0, 35, 30, 537
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\PinCodeVerificationPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\PrivateNotFoundPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 3, 9, 65
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\ProductionOverviewPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 321, 0, 0, 18, 16, 355
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\ProfileSettingsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 1, 22, 263
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\PublicNotFoundPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 2, 9, 60
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\RegisterPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\ReportTemplatesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 299, 0, 0, 6, 16, 321
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\ResetPasswordPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 3, 13
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\RolePermissionManagementPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 2, 22, 280
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\RouteErrorPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 2, 8, 89
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\RuleChainsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\ScheduleManagementPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 8, 138
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\ScriptLibrary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 7, 71
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\SearchResultsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 352, 0, 0, 8, 15, 375
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\SelectRolePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\SetPasswordPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 5, 12, 143
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\SettingsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 1, 8, 87
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\SharingCenterPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 456, 0, 0, 8, 24, 488
"c:\usman\projects\iot-platform-frontend\iot-platform-frontend\src\pages\SolutionTemplatesPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 282, 0, 0, 19, 19, 320
